gene,method,measurement,split1,split2
ENSMUSG00000000326,mle,log2foldchange,-0.450416435056462,-0.485422254349138
ENSMUSG00000000340,mle,log2foldchange,-0.286347417289663,-0.449046925414706
ENSMUSG00000000346,mle,log2foldchange,-0.0558141745480794,-0.161337086723948
ENSMUSG00000000365,mle,log2foldchange,0.23095064614333,-0.0975480292375148
ENSMUSG00000000374,mle,log2foldchange,0.129738238672721,0.00617560740058039
ENSMUSG00000000385,mle,log2foldchange,-0.175349180875129,0.785487828952002
ENSMUSG00000000386,mle,log2foldchange,0.401720013150584,0.209831858250778
ENSMUSG00000000394,mle,log2foldchange,0.989243095016134,1.82485476457687
ENSMUSG00000000399,mle,log2foldchange,-0.16053004110701,-0.0893445548065087
ENSMUSG00000000402,mle,log2foldchange,-1.40309711766004,-1.509341645086
ENSMUSG00000000411,mle,log2foldchange,1.43772416863329,-0.707797434373125
ENSMUSG00000000420,mle,log2foldchange,0.0213207754155129,-0.089096552924652
ENSMUSG00000000435,mle,log2foldchange,-0.752421606400386,0.318053661012429
ENSMUSG00000000439,mle,log2foldchange,0.156521133339038,0.0198046609103348
ENSMUSG00000000440,mle,log2foldchange,0.310158381724271,0.110374385189602
ENSMUSG00000000489,mle,log2foldchange,-0.306156607269841,0.0691108929708758
ENSMUSG00000000531,mle,log2foldchange,-0.0684398365069981,0.363973640396062
ENSMUSG00000000532,mle,log2foldchange,-0.0650814582399031,0.105217581810239
ENSMUSG00000000552,mle,log2foldchange,0.0782571252343985,0.262206212210067
ENSMUSG00000000555,mle,log2foldchange,0.0186191094692003,-0.0217648577613671
ENSMUSG00000000560,mle,log2foldchange,1.03983088417922,0.933705091519555
ENSMUSG00000000562,mle,log2foldchange,-0.0737152709092898,-0.382614877629035
ENSMUSG00000000567,mle,log2foldchange,-0.166268682244674,0.0163173924810272
ENSMUSG00000000568,mle,log2foldchange,-0.432340200161507,-0.161859027049432
ENSMUSG00000000594,mle,log2foldchange,-0.0662490757793359,-0.189719796783305
ENSMUSG00000000600,mle,log2foldchange,-0.0597089762817171,-0.209769865025314
ENSMUSG00000000605,mle,log2foldchange,-0.001457061605153,0.0278076271595451
ENSMUSG00000000627,mle,log2foldchange,0.0898600257791655,0.242819488735133
ENSMUSG00000000628,mle,log2foldchange,-0.273780123679806,-0.488099532786203
ENSMUSG00000000673,mle,log2foldchange,0.50490051676725,-0.192374565872741
ENSMUSG00000000682,mle,log2foldchange,-0.563987025257662,0.266404145751501
ENSMUSG00000000706,mle,log2foldchange,1.40801108921776,-1.42311091978522
ENSMUSG00000000708,mle,log2foldchange,0.0317562780963334,-0.520906131892323
ENSMUSG00000000711,mle,log2foldchange,0.0205396103815783,0.0404262263214632
ENSMUSG00000000724,mle,log2foldchange,2.2306308442831,-0.739909083210426
ENSMUSG00000000732,mle,log2foldchange,-0.445746937384511,-0.299111213743331
ENSMUSG00000000739,mle,log2foldchange,1.12191775583596,0.318053661012429
ENSMUSG00000000740,mle,log2foldchange,-0.518820635074729,0.590138459938216
ENSMUSG00000000743,mle,log2foldchange,-0.0893699284317575,0.0980700920586854
ENSMUSG00000000751,mle,log2foldchange,-0.389156767188209,-0.182547301904129
ENSMUSG00000000759,mle,log2foldchange,0.183837148461525,0.0826644730764355
ENSMUSG00000000776,mle,log2foldchange,0.086573121593586,0.166098148955542
ENSMUSG00000000782,mle,log2foldchange,-0.379358679234055,-0.268877258362174
ENSMUSG00000000791,mle,log2foldchange,0.0324325970430543,-0.1987942683928
ENSMUSG00000000792,mle,log2foldchange,-0.925410690094367,-0.948926767913715
ENSMUSG00000000794,mle,log2foldchange,-0.118237140283354,-0.220711238723858
ENSMUSG00000000804,mle,log2foldchange,0.0135283594213674,0.0236023708416237
ENSMUSG00000000811,mle,log2foldchange,-0.207936701648002,0.226655983016574
ENSMUSG00000000817,mle,log2foldchange,0.584804163532704,-0.664381492020345
ENSMUSG00000000869,mle,log2foldchange,0.702570901012768,-0.259015507270922
ENSMUSG00000000876,mle,log2foldchange,-0.0603412271867375,0.101218923998423
ENSMUSG00000000889,mle,log2foldchange,1.00520406366982,0.318053661012429
ENSMUSG00000000902,mle,log2foldchange,0.09312914955854,0.263227566759817
ENSMUSG00000000903,mle,log2foldchange,-0.67903697875375,0.616327759609421
ENSMUSG00000000915,mle,log2foldchange,-0.00644361185321303,0.171447566074383
ENSMUSG00000000934,mle,log2foldchange,0.113746526922037,0.262470736650867
ENSMUSG00000000948,mle,log2foldchange,-0.215737797160037,-0.0581924835516184
ENSMUSG00000000957,mle,log2foldchange,0.0212136252899464,0.00311082688357898
ENSMUSG00000000958,mle,log2foldchange,-1.16470935665504,-1.02803654093129
ENSMUSG00000000959,mle,log2foldchange,0.136690300998648,0.0341646235512831
ENSMUSG00000000982,mle,log2foldchange,-0.313785204514695,-0.656613879331083
ENSMUSG00000000983,mle,log2foldchange,-0.794313677838784,-1.01995768601005
ENSMUSG00000001014,mle,log2foldchange,0.095499263764811,0.346839753726195
ENSMUSG00000001016,mle,log2foldchange,-0.133601730555143,-0.131518693966564
ENSMUSG00000001017,mle,log2foldchange,-0.00623512363886969,0.0247639269797329
ENSMUSG00000001018,mle,log2foldchange,-0.438538185220669,-0.0805581686407479
ENSMUSG00000001020,mle,log2foldchange,-0.412440627502134,0.769647719865919
ENSMUSG00000001021,mle,log2foldchange,0.0646607628040825,0.0854524523514495
ENSMUSG00000001025,mle,log2foldchange,-0.357684039061583,-0.311638291307785
ENSMUSG00000001027,mle,log2foldchange,-1.96566888855968,0.184292053593345
ENSMUSG00000001029,mle,log2foldchange,-0.696451435371461,-1.39463592143278
ENSMUSG00000001052,mle,log2foldchange,0.129950539467749,0.0773492720725539
ENSMUSG00000001053,mle,log2foldchange,0.338492035604234,0.254187082541466
ENSMUSG00000001056,mle,log2foldchange,0.023999712050692,0.164869424173047
ENSMUSG00000001098,mle,log2foldchange,0.322119151375811,0.0570887776195951
ENSMUSG00000001103,mle,log2foldchange,-0.502672151103084,-0.268794504420482
ENSMUSG00000001105,mle,log2foldchange,-0.0677597606060638,-0.133878680405196
ENSMUSG00000001120,mle,log2foldchange,-0.0745918914123435,0.099102904596378
ENSMUSG00000001123,mle,log2foldchange,-0.342247061935922,0.757155782555112
ENSMUSG00000001128,mle,log2foldchange,0.162230336243715,-0.175487266592797
ENSMUSG00000001131,mle,log2foldchange,-0.67468145806302,0.536024760825612
ENSMUSG00000001134,mle,log2foldchange,-1.40627786640666,-0.259015507270922
ENSMUSG00000001150,mle,log2foldchange,0.0786799002263084,0.0467683156486399
ENSMUSG00000001151,mle,log2foldchange,0.0135725110405846,0.0208244822764063
ENSMUSG00000001155,mle,log2foldchange,1.38704109603017,1.66008229810198
ENSMUSG00000001156,mle,log2foldchange,-0.395428597100135,-0.368973475357487
ENSMUSG00000001158,mle,log2foldchange,-0.636939642637758,0.0930210593534154
ENSMUSG00000001227,mle,log2foldchange,-0.0156330508051305,0.402149631243542
ENSMUSG00000001229,mle,log2foldchange,0.117938312925,0.0743684199479291
ENSMUSG00000001240,mle,log2foldchange,-0.398216510310376,0.0242066822890973
ENSMUSG00000001247,mle,log2foldchange,-0.0168631040106048,-0.0154771854768423
ENSMUSG00000001248,mle,log2foldchange,0.397613124243539,0.30006141119232
ENSMUSG00000001249,mle,log2foldchange,-0.22222610804084,0.583900789069927
ENSMUSG00000001260,mle,log2foldchange,0.00741047460416653,-0.0343789171294743
ENSMUSG00000001270,mle,log2foldchange,0.0945813776488546,-0.278165218315964
ENSMUSG00000001280,mle,log2foldchange,0.0711619982421672,-0.0726455111433995
ENSMUSG00000001281,mle,log2foldchange,1.26363874724033,-0.739909083210426
ENSMUSG00000001285,mle,log2foldchange,-0.322581595443797,-0.218040798173019
ENSMUSG00000001288,mle,log2foldchange,1.17181668451074,-0.414033381248103
ENSMUSG00000001289,mle,log2foldchange,0.21304093483288,-0.412084737746819
ENSMUSG00000001300,mle,log2foldchange,0.0310336755387612,0.0871096538752878
ENSMUSG00000001305,mle,log2foldchange,-0.388725817829165,-0.123414177836689
ENSMUSG00000001313,mle,log2foldchange,0.0631806585966675,0.164856667394237
ENSMUSG00000001323,mle,log2foldchange,-0.395156677359541,0.232966645189804
ENSMUSG00000001333,mle,log2foldchange,0.10891254937513,0.59533083949362
ENSMUSG00000001334,mle,log2foldchange,-0.111337170051792,-0.077163808968049
ENSMUSG00000001348,mle,log2foldchange,-0.242618742569767,0.682726577282751
ENSMUSG00000001349,mle,log2foldchange,-0.0209271280779867,-0.155155341614764
ENSMUSG00000001376,mle,log2foldchange,-0.153939039378015,-0.142061470511929
ENSMUSG00000001379,mle,log2foldchange,0.0861971816770186,0.151319297637772
ENSMUSG00000001380,mle,log2foldchange,0.227299405924866,0.278492685478799
ENSMUSG00000001383,mle,log2foldchange,-0.419543579525169,-0.0260626070491062
ENSMUSG00000001403,mle,log2foldchange,-0.707793342652016,-0.0501739880819176
ENSMUSG00000001415,mle,log2foldchange,0.179714651215807,-0.0199915945360384
ENSMUSG00000001416,mle,log2foldchange,-0.0354154353161254,-0.115479826288299
ENSMUSG00000001417,mle,log2foldchange,0.401720013150584,0.310723382458362
ENSMUSG00000001420,mle,log2foldchange,-0.0695789255021109,-0.369512925021788
ENSMUSG00000001424,mle,log2foldchange,0.132475683872389,0.0755088936473146
ENSMUSG00000001444,mle,log2foldchange,0.401720013150584,0.570861140832428
ENSMUSG00000001445,mle,log2foldchange,-0.00588203894429914,0.0214626582786028
ENSMUSG00000001467,mle,log2foldchange,-0.440256299891322,0.241341761255092
ENSMUSG00000001472,mle,log2foldchange,0.105583447454883,0.112962915708787
ENSMUSG00000001473,mle,log2foldchange,-1.36720108120182,-1.36216353040207
ENSMUSG00000001482,mle,log2foldchange,-0.192236434039958,-0.155471145345074
ENSMUSG00000001493,mle,log2foldchange,0.877409387246742,1.61491289994739
ENSMUSG00000001494,mle,log2foldchange,0.829588802505663,2.70553696930507
ENSMUSG00000001496,mle,log2foldchange,-0.0335048726510359,-0.117376301360612
ENSMUSG00000001504,mle,log2foldchange,1.01807885686812,0.699264368681684
ENSMUSG00000001510,mle,log2foldchange,-1.44006364801593,0.450787620127603
ENSMUSG00000001518,mle,log2foldchange,0.104123328032414,0.18793527844087
ENSMUSG00000001520,mle,log2foldchange,0.186501952548629,0.380697922266834
ENSMUSG00000001525,mle,log2foldchange,0.581302102603483,0.121690242058427
ENSMUSG00000001542,mle,log2foldchange,-0.190067603632793,-0.205297689883346
ENSMUSG00000001558,mle,log2foldchange,-0.00925188123841296,0.431888666579294
ENSMUSG00000001569,mle,log2foldchange,0.551592478535611,-0.199389927340172
ENSMUSG00000001576,mle,log2foldchange,0.0412121650309717,0.0318534967272633
ENSMUSG00000001604,mle,log2foldchange,0.214973026413236,-0.259015507270922
ENSMUSG00000001627,mle,log2foldchange,0.100684292949721,-0.0210279927714332
ENSMUSG00000001630,mle,log2foldchange,0.0961901892831731,0.492444913652411
ENSMUSG00000001663,mle,log2foldchange,0.139349211458481,0.154164095159657
ENSMUSG00000001665,mle,log2foldchange,-0.0673314820896071,-0.441552836803291
ENSMUSG00000001666,mle,log2foldchange,0.117723764279792,0.0642047565971493
ENSMUSG00000001670,mle,log2foldchange,0.401720013150584,-1.25952132663634
ENSMUSG00000001672,mle,log2foldchange,0.431504455623244,0.275427751633563
ENSMUSG00000001687,mle,log2foldchange,-0.170160411787612,-0.234808212458227
ENSMUSG00000001700,mle,log2foldchange,-0.308405850080682,-0.56871954599989
ENSMUSG00000001707,mle,log2foldchange,-0.0902373454642893,-0.106456826187248
ENSMUSG00000001739,mle,log2foldchange,1.42383664319128,0.456540579185837
ENSMUSG00000001751,mle,log2foldchange,0.0770958749903801,0.475809212360154
ENSMUSG00000001755,mle,log2foldchange,0.142833432130252,-0.176384362374631
ENSMUSG00000001761,mle,log2foldchange,0.071261648198446,0.196295587002654
ENSMUSG00000001763,mle,log2foldchange,-0.259703971942565,0.196391183796858
ENSMUSG00000001773,mle,log2foldchange,0.730128770668608,0.803846501311142
ENSMUSG00000001774,mle,log2foldchange,-0.390360881641636,-0.476971503502667
ENSMUSG00000001783,mle,log2foldchange,-0.159405777071658,-0.144912139211975
ENSMUSG00000001785,mle,log2foldchange,-0.17711129528785,-0.0647790173014232
ENSMUSG00000001802,mle,log2foldchange,1.33431679000706,0.517792233560502
ENSMUSG00000001833,mle,log2foldchange,-0.27482381840172,-0.194903323274308
ENSMUSG00000001847,mle,log2foldchange,-0.254091709601522,-0.221684903083359
ENSMUSG00000001864,mle,log2foldchange,-0.822454025138696,-0.0690779171521093
ENSMUSG00000001865,mle,log2foldchange,0.0745406851389107,0.159648456797342
ENSMUSG00000001891,mle,log2foldchange,-0.0826427954785696,-0.529557282287538
ENSMUSG00000001901,mle,log2foldchange,0.827816347751642,1.27359802166792
ENSMUSG00000001910,mle,log2foldchange,-0.265240285480151,0.0389769406809003
ENSMUSG00000001942,mle,log2foldchange,-0.233184936362296,-0.188095875671364
ENSMUSG00000001943,mle,log2foldchange,0.080782032780712,0.0368067103714037
ENSMUSG00000001948,mle,log2foldchange,-0.87638414783683,-0.470237185893312
ENSMUSG00000001962,mle,log2foldchange,-0.431593275126048,-0.234478477123497
ENSMUSG00000001964,mle,log2foldchange,0.426204014931302,0.222665107196889
ENSMUSG00000001983,mle,log2foldchange,-0.0311835495880354,0.0881498334116151
ENSMUSG00000001985,mle,log2foldchange,0.0666755942435384,0.217393893073305
ENSMUSG00000001988,mle,log2foldchange,0.0573030374510136,0.454777930469747
ENSMUSG00000001995,mle,log2foldchange,0.154014681395462,0.19397877723711
ENSMUSG00000001999,mle,log2foldchange,0.202824057016155,-0.0326542062618427
ENSMUSG00000002006,mle,log2foldchange,-0.0622211664987064,-0.0673727447630308
ENSMUSG00000002007,mle,log2foldchange,-0.0978324109038097,-0.160867657337524
ENSMUSG00000002012,mle,log2foldchange,0.58916836987165,0.105116573665932
ENSMUSG00000002014,mle,log2foldchange,-0.00619649412898082,-0.0281547547665395
ENSMUSG00000002015,mle,log2foldchange,-0.108551960363423,-0.119955364086907
ENSMUSG00000002020,mle,log2foldchange,-0.285575336483577,-0.16432728245876
ENSMUSG00000002032,mle,log2foldchange,0.148319341744978,0.150788799639682
ENSMUSG00000002043,mle,log2foldchange,-0.583913725295507,-0.630250626568702
ENSMUSG00000002052,mle,log2foldchange,-0.0226240087544989,-0.223677347037784
ENSMUSG00000002057,mle,log2foldchange,0.915004370013398,0.318053661012428
ENSMUSG00000002064,mle,log2foldchange,0.138759017754665,0.0283256221722511
ENSMUSG00000002076,mle,log2foldchange,-0.175348187729979,1.21305913713246
ENSMUSG00000002083,mle,log2foldchange,-0.297721026040957,0.61808049828082
ENSMUSG00000002100,mle,log2foldchange,0.538549194085884,0.240273915481488
ENSMUSG00000002103,mle,log2foldchange,-0.236956402675526,0.0756570470614358
ENSMUSG00000002104,mle,log2foldchange,-0.577740983188367,0.20055279256495
ENSMUSG00000002109,mle,log2foldchange,-0.158668107612052,-0.301573631651012
ENSMUSG00000002111,mle,log2foldchange,0.365776845940379,0.0270750220579965
ENSMUSG00000002190,mle,log2foldchange,-0.304613837352802,-0.36886853555781
ENSMUSG00000002204,mle,log2foldchange,1.22174483938419,0.9342773559132
ENSMUSG00000002205,mle,log2foldchange,0.325338651552335,-0.0808606984364109
ENSMUSG00000002221,mle,log2foldchange,0.126047353339123,0.0980395917976732
ENSMUSG00000002222,mle,log2foldchange,0.0537212140154517,0.0742828113248966
ENSMUSG00000002227,mle,log2foldchange,0.442142193974855,-1.43236778483559
ENSMUSG00000002228,mle,log2foldchange,-0.58449338117823,0.18911777855179
ENSMUSG00000002233,mle,log2foldchange,-0.384993468082504,-0.39794604382762
ENSMUSG00000002249,mle,log2foldchange,0.115028585363832,0.0125340730643485
ENSMUSG00000002250,mle,log2foldchange,-0.781532128203144,0.040835621205476
ENSMUSG00000002257,mle,log2foldchange,-0.261364816857387,1.19232547044844
ENSMUSG00000002266,mle,log2foldchange,0.00758744793907545,-0.0390762854965858
ENSMUSG00000002274,mle,log2foldchange,0.091096120044836,0.184981933750358
ENSMUSG00000002289,mle,log2foldchange,0.147520026927285,-0.267274624350824
ENSMUSG00000002297,mle,log2foldchange,-0.0705763284680695,-0.330074061382181
ENSMUSG00000002307,mle,log2foldchange,-0.0298683007794089,0.184862737561959
ENSMUSG00000002308,mle,log2foldchange,0.576095410570909,0.507056285353209
ENSMUSG00000002326,mle,log2foldchange,0.236959290212078,-0.0800677038175528
ENSMUSG00000002329,mle,log2foldchange,0.00796118670491576,0.161422632529793
ENSMUSG00000002332,mle,log2foldchange,0.464743647621361,0.208662004942858
ENSMUSG00000002341,mle,log2foldchange,-0.285736154071843,-0.133787585357162
ENSMUSG00000002345,mle,log2foldchange,-0.00451297685315701,-0.0771556771140527
ENSMUSG00000002346,mle,log2foldchange,-0.478935063916286,0.420041352286918
ENSMUSG00000002365,mle,log2foldchange,0.0365666412030735,-0.318162953809497
ENSMUSG00000002372,mle,log2foldchange,0.104250173941724,0.219913484910857
ENSMUSG00000002379,mle,log2foldchange,0.135029145375902,0.161261895078011
ENSMUSG00000002384,mle,log2foldchange,0.342464356753678,-1.75820989463681
ENSMUSG00000002409,mle,log2foldchange,0.282223376390585,0.128955107032877
ENSMUSG00000002413,mle,log2foldchange,-0.0442017002596863,-0.119847349141191
ENSMUSG00000002455,mle,log2foldchange,-0.271241470118622,-0.303652802039175
ENSMUSG00000002475,mle,log2foldchange,-0.10898736037575,-0.290131426099245
ENSMUSG00000002477,mle,log2foldchange,-0.827760459140403,-0.797833582631598
ENSMUSG00000002496,mle,log2foldchange,-0.0682527301696149,-0.115570204069804
ENSMUSG00000002500,mle,log2foldchange,0.0222086538733862,0.255461197049938
ENSMUSG00000002504,mle,log2foldchange,-0.047842619925981,0.0258145566248948
ENSMUSG00000002524,mle,log2foldchange,0.0508193060708691,0.0486942670463125
ENSMUSG00000002565,mle,log2foldchange,-0.127821458841159,0.318723660787442
ENSMUSG00000002580,mle,log2foldchange,0.195412146668553,0.101341633301124
ENSMUSG00000002603,mle,log2foldchange,0.381146810800264,0.243784002291807
ENSMUSG00000002625,mle,log2foldchange,0.200664689466833,-0.0033358338561705
ENSMUSG00000002633,mle,log2foldchange,-0.527983687951752,-0.151829620713029
ENSMUSG00000002635,mle,log2foldchange,-0.262335264899452,-0.286767808305507
ENSMUSG00000002658,mle,log2foldchange,-0.15570406216874,0.0204463372368495
ENSMUSG00000002660,mle,log2foldchange,0.0776793306928444,-0.0162377461003527
ENSMUSG00000002661,mle,log2foldchange,-0.00542002003690292,-0.0275682518813792
ENSMUSG00000002664,mle,log2foldchange,0.551948287879642,-0.269731701863295
ENSMUSG00000002668,mle,log2foldchange,0.037793246687097,-0.191375912144912
ENSMUSG00000002688,mle,log2foldchange,-0.116579241332536,-0.202044862397457
ENSMUSG00000002731,mle,log2foldchange,0.246734825837187,0.264546224431567
ENSMUSG00000002733,mle,log2foldchange,0.190902834894205,-0.140775705507788
ENSMUSG00000002741,mle,log2foldchange,-0.320966150535145,-0.394163645711862
ENSMUSG00000002768,mle,log2foldchange,-0.0398855398881219,0.12882305229077
ENSMUSG00000002769,mle,log2foldchange,-0.605297286677059,0.144050201715808
ENSMUSG00000002771,mle,log2foldchange,-0.13946435952117,0.64957694076586
ENSMUSG00000002797,mle,log2foldchange,-0.679608005386216,-0.056827550383884
ENSMUSG00000002799,mle,log2foldchange,0.122921786781644,0.254024242147362
ENSMUSG00000002803,mle,log2foldchange,0.0785642836725423,0.155630651275637
ENSMUSG00000002804,mle,log2foldchange,0.102117408612909,0.287723734331628
ENSMUSG00000002808,mle,log2foldchange,-0.0498826446391832,0.0122039779217709
ENSMUSG00000002820,mle,log2foldchange,0.187490933388882,0.228197103326306
ENSMUSG00000002825,mle,log2foldchange,0.218934495611431,0.0947893006153354
ENSMUSG00000002831,mle,log2foldchange,0.0841239489347176,-0.570963500340893
ENSMUSG00000002833,mle,log2foldchange,-0.100133667214745,0.0854137700456622
ENSMUSG00000002835,mle,log2foldchange,-0.122633187864616,-0.266053465354294
ENSMUSG00000002844,mle,log2foldchange,-0.18164193861714,0.0769016895748109
ENSMUSG00000002845,mle,log2foldchange,0.0930862314060379,-0.186018540540322
ENSMUSG00000002846,mle,log2foldchange,0.0688942030080704,-0.0029093145956136
ENSMUSG00000002847,mle,log2foldchange,-1.00442344167077,-0.690972802649504
ENSMUSG00000002870,mle,log2foldchange,-0.5750017269618,-0.326481297804178
ENSMUSG00000002881,mle,log2foldchange,0.0105952287054249,-0.0374781023969595
ENSMUSG00000002897,mle,log2foldchange,-0.0505757360522019,0.37259369172344
ENSMUSG00000002900,mle,log2foldchange,-0.0411620763968559,-0.158314813238186
ENSMUSG00000002908,mle,log2foldchange,0.175026851837821,0.46100406654954
ENSMUSG00000002910,mle,log2foldchange,-0.804525297624577,-1.08061599917473
ENSMUSG00000002930,mle,log2foldchange,0.137332429182334,1.11833290673069
ENSMUSG00000002944,mle,log2foldchange,0.498322406802837,0.66993697178669
ENSMUSG00000002948,mle,log2foldchange,0.264939344272632,0.0671354502634711
ENSMUSG00000002957,mle,log2foldchange,0.0621735354212311,0.125967293329738
ENSMUSG00000002968,mle,log2foldchange,0.318505616192115,0.266630166414988
ENSMUSG00000002981,mle,log2foldchange,0.09643012732707,0.0173872564957898
ENSMUSG00000002983,mle,log2foldchange,0.445731426151993,0.177404481934307
ENSMUSG00000002984,mle,log2foldchange,0.168049124409809,0.293900926733379
ENSMUSG00000002985,mle,log2foldchange,0.0299401962162983,0.00227544086671632
ENSMUSG00000002996,mle,log2foldchange,0.0560332514311811,-0.260031856881003
ENSMUSG00000002997,mle,log2foldchange,0.0697421859695604,-0.0940306325610122
ENSMUSG00000003031,mle,log2foldchange,-0.180715926624482,-0.152383000730202
ENSMUSG00000003032,mle,log2foldchange,-0.0319894647268216,0.592722822792089
ENSMUSG00000003037,mle,log2foldchange,0.0827932201520749,-0.411640116193622
ENSMUSG00000003038,mle,log2foldchange,-0.234085605351138,-0.244872387612708
ENSMUSG00000003039,mle,log2foldchange,0.563289949728601,0.476585895822253
ENSMUSG00000003051,mle,log2foldchange,0.859837342191252,0.869902529253607
ENSMUSG00000003062,mle,log2foldchange,-0.246368015433101,-0.171357208503293
ENSMUSG00000003070,mle,log2foldchange,-0.100254293498751,0.046996449793052
ENSMUSG00000003072,mle,log2foldchange,1.32116927829657,0.543081588364375
ENSMUSG00000003131,mle,log2foldchange,-0.160506367178881,-0.072993978230802
ENSMUSG00000003134,mle,log2foldchange,-0.0789527073790192,-0.219617222971058
ENSMUSG00000003135,mle,log2foldchange,0.0303408820914439,-0.0940550740285587
ENSMUSG00000003153,mle,log2foldchange,0.0614641613297119,0.0186468461243822
ENSMUSG00000003154,mle,log2foldchange,-0.0486320939003496,-0.0571648895722672
ENSMUSG00000003178,mle,log2foldchange,0.0222499041172418,0.107599256042916
ENSMUSG00000003190,mle,log2foldchange,-0.340575092695067,-1.25225039364754
ENSMUSG00000003198,mle,log2foldchange,-0.182039940877307,0.057080267293375
ENSMUSG00000003200,mle,log2foldchange,0.151245294501807,0.190573695958223
ENSMUSG00000003206,mle,log2foldchange,0.290796245746972,0.023361148774652
ENSMUSG00000003208,mle,log2foldchange,0.333405425314801,0.138383253506435
ENSMUSG00000003226,mle,log2foldchange,-0.195622363026753,-0.196936925860155
ENSMUSG00000003227,mle,log2foldchange,0.11654172641238,-0.77027948428162
ENSMUSG00000003228,mle,log2foldchange,0.344067852714957,0.388039398338709
ENSMUSG00000003233,mle,log2foldchange,0.0415185061648149,0.261289087670492
ENSMUSG00000003235,mle,log2foldchange,0.0655995712540717,-0.126616894777533
ENSMUSG00000003269,mle,log2foldchange,-0.0619437197596276,0.117675286631843
ENSMUSG00000003273,mle,log2foldchange,0.00461011903000585,-0.0202815013948782
ENSMUSG00000003282,mle,log2foldchange,-0.212014882149004,0.816926291416557
ENSMUSG00000003283,mle,log2foldchange,0.0982154310818471,-0.362311499134246
ENSMUSG00000003299,mle,log2foldchange,0.173291900655964,0.101476907167746
ENSMUSG00000003308,mle,log2foldchange,0.00503403398503871,0.337049143157925
ENSMUSG00000003309,mle,log2foldchange,0.586286453591076,0.683531827872062
ENSMUSG00000003316,mle,log2foldchange,-0.0529750411481574,-0.0712373933535936
ENSMUSG00000003345,mle,log2foldchange,-0.203719741194447,0.124806230620828
ENSMUSG00000003346,mle,log2foldchange,0.108942279766841,0.359976582814771
