"gene","baseMean","lfc_mle","lfcSE_mle","lfc_shrunk","lfcSE_shrunk","pvalue","padj"
"ENSMUSG00000000303",1.78303780642236,1.27481447455801,0.711226092002676,0.175739462796042,0.101624091290176,0.073066027916693,0.285013434133122
"ENSMUSG00000000317",1.05697943030148,-0.478357745330652,0.797965266178661,-0.0521254280827101,0.0888645920402772,0.548858250526755,0.793631103353031
"ENSMUSG00000000320",1.55753139956451,-0.0422510242592118,0.685395926805398,-0.00619001408899272,0.0995423526698944,0.950845781515135,0.983176710089123
"ENSMUSG00000000326",340.501556927657,-0.46773000441179,0.0892129838874146,-0.425372816492617,0.0811254762559959,1.58117845990239e-07,7.0437086428618e-06
"ENSMUSG00000000340",234.100899460864,-0.372324903051132,0.151127706787971,-0.289603891506163,0.1175167445025,0.0137532548608792,0.0965352194200414
"ENSMUSG00000000346",721.418771678494,-0.112693931591543,0.0903951234973619,-0.102237806852644,0.0820044440879724,0.212514290879601,0.506172747459284
"ENSMUSG00000000365",11.5547643024947,0.0660845523698936,0.250720895133277,0.0369583448558629,0.140273928374521,0.792104988870473,0.916530799566925
"ENSMUSG00000000374",1841.58355396421,0.0637577722997649,0.0468484663862683,0.0620515252007447,0.0455949733675989,0.173533862616551,0.459335978605672
"ENSMUSG00000000385",0.145117476810547,0.328448328768784,1.8644439306989,0.00737522370868646,0.041865614395886,0.860164921867995,NA
"ENSMUSG00000000386",0.143338780466062,0.328448299475002,1.86997472074023,0.0073326327935175,0.0417473251719246,0.860574279870799,NA
"ENSMUSG00000000394",0.2885887647203,1.47773456690116,1.47456075042145,0.0485183545788482,0.0515560503808075,0.31627000249102,NA
"ENSMUSG00000000399",1157.83973699756,-0.115595559486301,0.0737871599654426,-0.108221850847301,0.0690777311431888,0.117206332853499,0.372874525410415
"ENSMUSG00000000402",21.584213439899,-1.4535422815739,0.2030124125508,-0.964173903966403,0.133029251326437,8.07541856422679e-13,8.89149331007679e-11
"ENSMUSG00000000411",0.999320233716405,0.327442014688804,0.85779753030887,0.0323315090819201,0.084531035455451,0.702666000983074,0.878034129253903
"ENSMUSG00000000420",427.567286240409,-0.0361399269509833,0.100573313857956,-0.0320783228450568,0.0892662262436692,0.719341406056214,0.885430062813729
"ENSMUSG00000000435",0.103823689811034,-0.196169950920841,2.76480742584648,-0.00202795047000892,0.02858181129378,0.943435573473408,NA
"ENSMUSG00000000439",141.656178087693,0.0870644350166462,0.0986408938193388,0.077621779224586,0.0879198544587337,0.377430609463887,0.661920207346074
"ENSMUSG00000000440",22.0523207698839,0.19465742033916,0.230284759171073,0.11692647694663,0.138349039638487,0.397948903570022,0.678976162331169
"ENSMUSG00000000489",309.595904982109,-0.134486000566534,0.167008751885131,-0.0996552476108724,0.123775722822758,0.420667817751206,0.69940429433102
"ENSMUSG00000000531",584.745969693113,0.156661771013556,0.163928931927453,0.117172830065395,0.122649137336426,0.33923957366476,0.630525739771191
"ENSMUSG00000000532",2164.8197122731,0.0233760134235965,0.075564912617427,0.021815116482386,0.0705217791836494,0.75705522282643,0.900403862573498
"ENSMUSG00000000544",0.029463707715939,0.0923637032335535,3.02305956014017,0.000800012317834681,0.0261843646474909,0.975625981804641,NA
"ENSMUSG00000000552",940.016463449937,0.173683038743899,0.127362357179287,0.144338988239948,0.105855522560023,0.172664495367442,0.458188542079719
"ENSMUSG00000000555",306.370510143741,0.00916977773485646,0.120558315236967,0.00775740855532523,0.101993077501241,0.939370622356068,0.978611522767791
"ENSMUSG00000000560",921.853280693442,0.986623779338871,0.161979490725644,0.741444714580214,0.121893531305757,1.12178553577249e-09,7.95454068769757e-08
"ENSMUSG00000000562",15.4339486195412,-0.234362908775625,0.268457672335543,-0.123725558615969,0.141106843162971,0.382664375464529,0.665338606143718
"ENSMUSG00000000567",328.033653230014,-0.0844080461088425,0.0958519384904988,-0.0756792965551956,0.0859629568096682,0.378529675401949,0.662515379500675
"ENSMUSG00000000568",849.786770687818,-0.284558476082687,0.111127918221751,-0.246449904580333,0.0962442007583583,0.0104479873074213,0.0803287123420356
"ENSMUSG00000000594",551.983500416129,-0.133317681997681,0.0622373282345241,-0.127156215076791,0.0593590914012707,0.0321865978044202,0.170892396371597
"ENSMUSG00000000600",538.490556159156,-0.140030145639004,0.147354972232384,-0.110112565228354,0.115852811287548,0.341964266858454,0.633899430738719
"ENSMUSG00000000605",3139.93082002917,0.0133149777979763,0.0569991993738473,0.0127944350284032,0.0547706621635073,0.815296006889901,0.927092622448786
"ENSMUSG00000000627",26.6949999168623,0.170958782451689,0.172907078648528,0.12438004214812,0.125746357224549,0.322794223181381,0.615274426217616
"ENSMUSG00000000628",64.2512434154283,-0.385214149814352,0.124364661454723,-0.322643557959295,0.104185219055246,0.00195188930340539,0.0234685280800663
"ENSMUSG00000000673",0.736288620380856,0.117499650928376,0.929916057587068,0.0104240783022702,0.0786150608711382,0.899450829897553,0.963144713457542
"ENSMUSG00000000682",2.25378009321023,-0.206140673869296,0.575494032300271,-0.0398532487492984,0.111693615655362,0.720195322655039,0.885773163691124
"ENSMUSG00000000706",0.24276799827126,0.0399114862755984,1.68075306008576,0.0010971220430815,0.0462020185984454,0.981055059825278,NA
"ENSMUSG00000000708",68.2882709358049,-0.272446305866929,0.168101885594197,-0.201069791234634,0.124171727115689,0.105077424284491,0.351782241539461
"ENSMUSG00000000711",57.5769313140875,0.0279519887678605,0.160277254167946,0.0211188044634758,0.121260969017728,0.861552900779523,0.94950480334012
"ENSMUSG00000000724",0.240854093048113,0.93363338057571,1.74374371897,0.02639610367541,0.0444239192620568,0.592360209252202,NA
"ENSMUSG00000000732",15.2087181169113,-0.368536678390842,0.194503915751358,-0.249872770984099,0.131977957660202,0.0581252684786502,0.24762668666746
"ENSMUSG00000000739",0.158373165563537,0.616980874820031,2.47620296494173,0.00793137650247151,0.0318319397132333,0.803233850475774,NA
"ENSMUSG00000000740",0.980130730417314,-0.0915726871355296,0.834479880268523,-0.009333883182118,0.0857704064119445,0.912618556015965,0.967322082908297
"ENSMUSG00000000743",272.002160688912,0.0195419932812566,0.082461066980435,0.018005842625752,0.0759892650201445,0.812668828604623,0.926959596359199
"ENSMUSG00000000751",7.52770796758262,-0.316973240782732,0.366937484885817,-0.117777525177795,0.136576846082033,0.387678839633635,0.669734334952128
"ENSMUSG00000000759",571.615069731202,0.129028061826209,0.0640760072471043,0.122726539567429,0.0609402040230009,0.0440439813502981,0.208112244890539
"ENSMUSG00000000776",229.677400274147,0.122723155576363,0.0744235724594709,0.114770739484612,0.069590165977453,0.0991512557228277,0.339572135907304
"ENSMUSG00000000782",81.6722606781027,-0.304662160606414,0.127055729331318,-0.253495536385156,0.105696022964902,0.016491057271796,0.10868770164967
"ENSMUSG00000000791",16.0448632037526,-0.0812808078731546,0.242889099526822,-0.0465077160838131,0.139692849793675,0.737895426003736,0.892733529481112
"ENSMUSG00000000792",104.244037808924,-0.945993400796922,0.108222115448877,-0.825581900890159,0.0942593915964429,2.30604929212411e-18,4.68008727889532e-16
"ENSMUSG00000000794",54.835117724313,-0.167221246876025,0.193587205658396,-0.11374835249087,0.131760251294531,0.387696012094452,0.669734334952128
"ENSMUSG00000000804",2893.04898927292,0.0157738502881192,0.0921148600155835,0.0142584510315429,0.0832665408348265,0.864034188781952,0.95131853298591
"ENSMUSG00000000811",30.6938897750854,0.0257441232025098,0.163192211843874,0.0192771279790434,0.12237056732026,0.874651134979603,0.954361922128068
"ENSMUSG00000000817",1.72463404878791,0.0556067493791151,0.641712501706998,0.00926572489418903,0.104281318346946,0.930946796352039,0.974406432496875
"ENSMUSG00000000869",0.224736566326598,0.275396049792137,1.53771964118915,0.0096730381909646,0.0501428635393147,0.857864052271198,NA
"ENSMUSG00000000876",15.0313535040475,0.0233392735133641,0.220035509260194,0.0145006064313524,0.136974642452464,0.915526427381145,0.968340513676292
"ENSMUSG00000000889",0.220935623985123,0.611445897385638,1.5198914313916,0.0196062482253611,0.0506172839337122,0.687466365561502,NA
"ENSMUSG00000000902",51.5588061471927,0.171209181078491,0.130838575655337,0.14101629976973,0.107699871449063,0.190685887096531,0.481459368728715
"ENSMUSG00000000903",0.638743503235753,0.136523134161082,0.975957755393524,0.0111077564994058,0.075476549552009,0.888749813884824,0.958624948157084
"ENSMUSG00000000915",1281.40480249166,0.0853843267527188,0.0991527487501604,0.0760206932353365,0.0882824005067326,0.38916133701663,0.67073527816396
"ENSMUSG00000000934",142.588551891924,0.199770584261567,0.11318323752414,0.172087326812115,0.0975167948803911,0.0775605435010647,0.295266868548199
"ENSMUSG00000000948",1350.06737360941,-0.134830237346102,0.109212331689917,-0.117311525020229,0.0950196923542978,0.216990685502088,0.512171116712469
"ENSMUSG00000000957",115.033083779774,0.0113466738730293,0.120030714651469,0.00961030515259764,0.101682881152985,0.924687024815682,0.971929971113923
"ENSMUSG00000000958",25.8870234870859,-1.09351252505837,0.164556867387812,-0.818813461945693,0.122289053134586,3.02815241754166e-11,2.72094519899869e-09
"ENSMUSG00000000959",458.13270188715,0.081176555310699,0.0603614227487698,0.0776380491767414,0.0577257932596306,0.178676377085042,0.466341382409762
"ENSMUSG00000000982",1.32221769198144,-0.496693636137409,0.865893411989932,-0.0487278386292241,0.083334728371827,0.566225086430342,0.803445192399419
"ENSMUSG00000000983",2.26462623944022,-0.92062765875374,0.580869549808458,-0.178609926672406,0.111927846054308,0.112986118888056,0.366334104945944
"ENSMUSG00000001014",13.6920781855091,0.194459031037262,0.227451975381297,0.117694146323657,0.137966512043376,0.392581348600075,0.674019115281722
"ENSMUSG00000001016",679.980616152586,-0.132922034534107,0.0730558681477787,-0.124602836999215,0.0684798325421721,0.068841687609454,0.276187970296825
"ENSMUSG00000001017",25.0147432711336,0.0188648576098238,0.211168933459135,0.0120840255207274,0.135496035186444,0.928815374676415,0.973560621132331
"ENSMUSG00000001018",142.337774057704,-0.250225810820517,0.098818677230263,-0.222944535276588,0.0880564369853532,0.0113358621451557,0.0842921246434794
"ENSMUSG00000001020",4.86340731256434,0.142523022351372,0.379809262334634,0.0512326075814672,0.135404813402829,0.707475337536218,0.879747749644921
"ENSMUSG00000001021",6.73775869197498,0.0577955043600717,0.303367065182126,0.0268133674905556,0.140939659868106,0.848906809384216,0.943220884770777
"ENSMUSG00000001025",51.2527402722852,-0.352561168552805,0.156222195483486,-0.270463322023321,0.119657871892988,0.0240210078134903,0.141375641486297
"ENSMUSG00000001027",0.495023130579324,-0.963519229267343,1.18670582053498,-0.0506106024706191,0.063449324555856,0.416833166382134,0.695864870441654
"ENSMUSG00000001029",0.926294979796067,-1.06894914071425,0.846279348076564,-0.111337166940891,0.0862140361916517,0.206547428622363,0.500602839163819
"ENSMUSG00000001052",1035.04808520927,0.0985723977193027,0.0465928805489481,0.0959644003677262,0.0453589595878819,0.0343779290801427,0.178501368858562
"ENSMUSG00000001053",41.8251967404719,0.291551248797719,0.188331600179324,0.201621579248111,0.130346464542386,0.121604487248779,0.380239056240453
"ENSMUSG00000001056",212.433291785786,0.106566234064103,0.109597401838342,0.0926077455496369,0.095261003182065,0.330880085702128,0.622706149379012
"ENSMUSG00000001076",0.0755568035030557,-0.747012068708,3.02305956014017,-0.00647027821119736,0.0261843646474909,0.804827236620653,NA
"ENSMUSG00000001098",65.3444904955323,0.182688907481294,0.128938254129401,0.151028741807876,0.106682872934461,0.15652056857375,0.437625561207033
"ENSMUSG00000001103",12.2079206535344,-0.427067019820776,0.318906822708452,-0.187887940657212,0.140261085815688,0.180518836983235,0.469320315409523
"ENSMUSG00000001105",212.941657921522,-0.0980932106790485,0.0816203303367377,-0.090539532297141,0.0753381268388987,0.229432015409912,0.525507592429086
"ENSMUSG00000001120",253.16509260823,0.0123897211636786,0.102825534871182,0.0109445744637627,0.0908017244185018,0.904092901836168,0.965237542740124
"ENSMUSG00000001123",2.30184001014138,0.0957070744945184,0.499840875408266,0.0232389482638502,0.121167354262042,0.84815339808132,0.943006862077569
"ENSMUSG00000001128",43.6741977446709,-0.0114272602481713,0.191827858528534,-0.00785153385658409,0.13131443823377,0.952497802233529,0.983947652608935
"ENSMUSG00000001131",7.75272307769928,0.00255334163161276,0.327511784682181,0.00107650436472474,0.139763978137583,0.993779609394014,0.996947981967021
"ENSMUSG00000001134",0.201558658958364,-0.78330896990638,1.7250248368845,-0.0201811268722055,0.0450513320989491,0.649767203986286,NA
"ENSMUSG00000001150",1212.23224997503,0.0618038701633786,0.0411070672198485,0.0605224863665479,0.0402548571258479,0.132713951905147,0.400490332011079
"ENSMUSG00000001151",675.748419587786,0.0161142805718404,0.0616500221316216,0.0153807634101775,0.0588487107537881,0.793797004955178,0.917583982264723
"ENSMUSG00000001155",0.555815985587149,1.52232488541468,1.3050630384464,0.0614425320366758,0.0577602838891504,0.24342199311236,0.53788294167684
"ENSMUSG00000001156",360.00388952656,-0.384783617985055,0.0915116066347943,-0.34829844194677,0.082826045204061,2.61368496897279e-05,0.000689813582282034
"ENSMUSG00000001158",42.7148342308014,-0.275575781467926,0.252450618412397,-0.153977675216579,0.140398348423656,0.27500776051572,0.570216020614856
"ENSMUSG00000001166",0.17766907954023,-0.484704738304843,2.39797956544415,-0.00663843705654179,0.0328423370973168,0.839814727304551,NA
"ENSMUSG00000001168",0.0302916995481162,0.0923637032335537,3.02305956014017,0.000800012317834681,0.0261843646474909,0.975625981804641,NA
"ENSMUSG00000001225",0.12873696510002,0.616979464099152,2.62504392455091,0.00706743920211082,0.0300696204965624,0.814180898149639,NA
"ENSMUSG00000001227",1728.80629133786,0.202974445572164,0.181374395144136,0.143699727302697,0.128452658597232,0.263101337014493,0.556296937902673
"ENSMUSG00000001229",845.400988089674,0.0926006109326923,0.0870106522373774,0.0845795283187568,0.0794741254811173,0.287217937992409,0.583507481551372
"ENSMUSG00000001240",7.21790991348314,-0.21058018848144,0.351538794748936,-0.083016296983186,0.137962416310744,0.549156854711617,0.793631103353031
"ENSMUSG00000001247",34.5284337379495,-0.0184881288783801,0.153880517838892,-0.0142465181494636,0.118688444698226,0.904367492613076,0.965237542740124
"ENSMUSG00000001248",1173.14291386533,0.345043660007596,0.0782467383327104,0.320454811455962,0.0726698980604023,1.03519918530896e-05,0.0003092723251338
"ENSMUSG00000001249",14.3704943772343,0.17302041429399,0.271480224462269,0.0897313861545938,0.141167397914243,0.523914896517001,0.776896226618999
"ENSMUSG00000001260",158.766521701204,-0.00756456693809419,0.190357211880375,-0.0052021706240055,0.130937699851728,0.968301369145254,0.988969667350003
"ENSMUSG00000001270",1038.29846750477,-0.102680572703721,0.135927315713736,-0.0833949777038682,0.110386027826069,0.450004254335697,0.722055626742842
"ENSMUSG00000001280",475.905894932494,-0.00341446475144863,0.0823105891759013,-0.00314728267142349,0.0758730122211896,0.966911091415068,0.988750799847691
"ENSMUSG00000001281",0.173192075804266,0.328444683552113,2.45892083789417,0.00428098578069095,0.0320498570079592,0.893740476758221,NA
"ENSMUSG00000001285",218.254565777319,-0.264100595547945,0.0770376760796499,-0.245862568002413,0.0717113040589219,0.000607596660112217,0.0093246679089712
"ENSMUSG00000001288",2.78274837065189,0.270494536425981,0.500315114798321,0.0660718645514884,0.121319563970216,0.588749991932631,0.816271298595124
"ENSMUSG00000001289",136.083796283482,-0.11011134807367,0.149757948844502,-0.0860437775462697,0.116923232724034,0.462179868575142,0.731717448957363
"ENSMUSG00000001300",208.728916839977,0.0563594710209971,0.0829407742525485,0.0518964497186094,0.0763594291212644,0.496811829616598,0.756575322300372
"ENSMUSG00000001305",57.8864313510033,-0.243567478106447,0.168369662555834,-0.180203186956925,0.124267733783502,0.14800245472614,0.424393884185479
"ENSMUSG00000001313",89.5664204420994,0.140405205850051,0.216913010125226,0.0885552574819741,0.136481174039127,0.517445514722563,0.772037014858256
"ENSMUSG00000001323",11.7178477789353,-0.102350076724845,0.249526964440209,-0.0571831376886339,0.140212550178837,0.681676537697336,0.86716153677225
"ENSMUSG00000001333",11.2974834252147,0.358909378978707,0.25711132730357,0.195925730963367,0.140589608683466,0.162735617908697,0.447681608209288
"ENSMUSG00000001334",1232.45693453604,-0.090575718363389,0.0541026076670119,-0.0873728840657598,0.0521898565340265,0.0941017125187669,0.329664064898335
"ENSMUSG00000001348",2.77083123868537,0.179908684503817,0.496403590187994,0.0440682856167928,0.121673263406658,0.717035042252086,0.883700081912816
"ENSMUSG00000001349",5.16621381189887,-0.089292432428107,0.386880732673204,-0.0310910380065391,0.134562405066414,0.817469459651526,0.928089603545343
"ENSMUSG00000001376",893.869249632988,-0.148337682381373,0.123610340102856,-0.124525181479766,0.103757133380325,0.230122769643232,0.52599379779284
"ENSMUSG00000001379",474.684659012676,0.126673385297671,0.0650372918751517,0.120296198404565,0.0617627318210753,0.0514504063829671,0.22931452008346
"ENSMUSG00000001380",918.249897233753,0.255339590303537,0.0701930729828532,0.240494963908447,0.0661100020313117,0.000275110209536824,0.00497389984857947
"ENSMUSG00000001383",1082.30897105892,-0.201653683920939,0.116913378133621,-0.172191909677626,0.0998260808186371,0.0845612253034989,0.310041060242667
"ENSMUSG00000001403",0.820260309184095,-0.488402648582888,0.856012776956815,-0.048037701568238,0.084236012881948,0.568301108964134,0.804581521379057
"ENSMUSG00000001415",1699.58086139417,0.0751539382746825,0.0722737101043101,0.0705385500008432,0.0678356763056354,0.298408818399158,0.593540081341076
"ENSMUSG00000001416",672.885881089477,-0.072541199286168,0.0959239944582135,-0.0650559316670802,0.0860131983440033,0.449507578370399,0.721989636036285
"ENSMUSG00000001417",0.292649906515004,0.349886718218226,1.48644312175476,0.0107482764892939,0.0516813583690744,0.813909768591482,NA
"ENSMUSG00000001420",11.0503208484541,-0.215554474018918,0.239064088670249,-0.125472590959363,0.139355234353331,0.367237623605923,0.6537740573904
"ENSMUSG00000001424",1137.64169484232,0.103842391177033,0.0666431296880676,0.0983697637801219,0.0631308052964906,0.119189164508164,0.376536676174342
"ENSMUSG00000001444",0.559162423228733,0.705416570579487,1.05954196656371,0.0464814386250257,0.0702644059600724,0.505554915916689,0.763129894236387
"ENSMUSG00000001445",167.561026808984,0.00869362333053676,0.084372881785131,0.00798318016251099,0.0774660915254428,0.917932714567384,0.969078104406598
"ENSMUSG00000001467",7.62360358967618,-0.129709016506906,0.336023723382428,-0.0538797636600594,0.139177715915177,0.699488162880617,0.876999259703068
"ENSMUSG00000001472",4615.86910941759,0.107486444566679,0.0569336652887835,0.103294053135261,0.0547124339904542,0.0590361270327764,0.249969155144896
"ENSMUSG00000001473",35.3554825779422,-1.37193890977293,0.181973091394523,-0.971755013585904,0.128043774858688,4.72716283198339e-14,6.39579697646856e-12
"ENSMUSG00000001482",40.768054612531,-0.16823081620327,0.147953467888373,-0.13185159454044,0.116138535405888,0.255516464450082,0.549047882994142
"ENSMUSG00000001493",10.6761168254547,1.25798042586025,0.303039041617348,0.59002086052716,0.141213362098464,3.30713901856953e-05,0.000838972702318577
"ENSMUSG00000001494",0.63354404815197,1.87636453029374,1.04045745052134,0.124002991169172,0.0719553498069651,0.0713248800546581,0.281167167824307
"ENSMUSG00000001496",52.6840135140882,-0.0658675659698467,0.254877884721175,-0.0363543912874581,0.140540875076526,0.796076657959667,0.9187781489208
"ENSMUSG00000001497",0.122168735897709,0.35466949525272,3.02305956014017,0.00307198558555962,0.0261843646474909,0.906605389570686,NA
"ENSMUSG00000001504",0.339564058986946,0.815960422644793,1.15464243371343,0.0452232763597096,0.0647740505564438,0.479766595170957,NA
"ENSMUSG00000001510",1.08450295158499,-0.76500995409883,0.784079708211034,-0.0902429796586289,0.0905588468758394,0.329223657821197,0.621239447934163
"ENSMUSG00000001518",50.533506602294,0.152006327175042,0.15228046977809,0.117702888933499,0.117978446062692,0.318182506663617,0.611082768141203
"ENSMUSG00000001520",43.0414351284907,0.279622238988602,0.177761759419763,0.200350004090977,0.127298763116877,0.115714921666498,0.370432510997103
"ENSMUSG00000001525",73.1216420015224,0.343280159577698,0.212221751008221,0.21976242635573,0.135659206008421,0.105758731664561,0.352858852160869
"ENSMUSG00000001542",456.312327691939,-0.198096615585984,0.137100300061644,-0.16036522564147,0.110978512852318,0.148485173051389,0.425053251942582
"ENSMUSG00000001558",2.94082331569573,0.119709969144313,0.516122062445518,0.0280291349868276,0.119125242725815,0.81658368602605,0.927669045937172
"ENSMUSG00000001569",80.3554799803831,0.144297405003111,0.173244836231795,0.104847307204378,0.125901041549116,0.404895331654992,0.686164719937075
"ENSMUSG00000001576",761.44742157691,0.0318419414316167,0.090206396494363,0.0288977851515645,0.0818635230265037,0.724096057678345,0.887222983224817
"ENSMUSG00000001604",0.304035693201287,-0.0136319227351232,1.33682564444984,-0.000564427597879699,0.0571769689168911,0.99186392613515,NA
"ENSMUSG00000001627",261.856006065214,0.0344021412010633,0.161780749380883,0.0259120048266216,0.121842118409493,0.831602549215316,0.935363877312427
"ENSMUSG00000001630",10.3070034384323,0.294009900847409,0.254664421423001,0.163442637720692,0.140469663024367,0.248295518017183,0.541968799031067
"ENSMUSG00000001657",0.0442051750570297,-0.458477078746807,3.02305956014017,-0.00397111958054381,0.0261843646474909,0.879455142523006,NA
"ENSMUSG00000001663",21.7313822165226,0.152697250043007,0.173473630109294,0.110993252800998,0.125929749371614,0.378732986888119,0.662515379500675
"ENSMUSG00000001665",4.0703160764213,-0.284498073179723,0.378857085890257,-0.101904662720762,0.135387006384748,0.452690143132884,0.724488874890167
"ENSMUSG00000001666",150.756177999867,0.0867045579130005,0.0955650027307413,0.0778330321438835,0.0857505400740234,0.364256854418604,0.651439752970783
"ENSMUSG00000001670",0.0986135641490441,-0.484704684017391,2.37291534791113,-0.00677744535597642,0.0331795929255935,0.838146047003925,NA
"ENSMUSG00000001672",1.69561194782136,0.350767755309096,0.65442294611559,0.0553414169544994,0.103429839246568,0.591961659344237,0.819087891400143
"ENSMUSG00000001687",2724.17032096744,-0.201165901773472,0.0851691354627054,-0.184415938780735,0.0780767800188535,0.0181787125734548,0.116484281819345
